educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,idade,mau,posse_de_imovel_Y,posse_de_veiculo_Y,possui_celular,possui_email,possui_fone,possui_fone_comercial,qt_pessoas_residencia,qtd_filhos,sexo_M,tempo_emprego,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
False,False,False,True,True,False,False,False,46.6054794520548,False,True,True,1,0,0,0,2.0,0,True,2.468493150684932,False,False,False,True,False,False,False,True,False
False,False,False,True,True,False,False,False,58.93424657534246,False,True,False,1,0,1,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,58.93424657534246,False,True,False,1,0,1,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,58.93424657534246,False,True,False,1,0,1,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,58.93424657534246,False,True,False,1,0,1,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,36.93972602739726,False,False,True,1,0,1,1,2.0,0,True,4.975342465753425,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,36.93972602739726,False,False,True,1,0,1,1,2.0,0,True,4.975342465753425,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,36.93972602739726,False,False,True,1,0,1,1,2.0,0,True,4.975342465753425,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,36.93972602739726,False,False,True,1,0,1,1,2.0,0,True,4.975342465753425,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,36.93972602739726,False,False,True,1,0,1,1,2.0,0,True,4.975342465753425,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,36.93972602739726,False,False,True,1,0,1,1,2.0,0,True,4.975342465753425,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,False,True,62.30958904109589,False,True,False,1,0,0,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,False,False,False,True,62.30958904109589,False,True,False,1,0,0,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,False,False,False,True,62.30958904109589,False,True,False,1,0,0,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,False,False,False,True,62.30958904109589,False,True,False,1,0,0,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,False,False,False,True,62.30958904109589,False,True,False,1,0,0,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,46.10958904109589,False,False,True,1,0,0,0,2.0,0,False,9.473972602739726,False,False,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,46.10958904109589,False,False,True,1,0,0,0,2.0,0,False,9.473972602739726,False,False,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,46.10958904109589,False,False,True,1,0,0,0,2.0,0,False,9.473972602739726,False,False,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,46.10958904109589,False,False,True,1,0,0,0,2.0,0,False,9.473972602739726,False,False,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,46.10958904109589,False,False,True,1,0,0,0,2.0,0,False,9.473972602739726,False,False,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,46.10958904109589,False,False,True,1,0,0,0,2.0,0,False,9.473972602739726,False,False,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,46.10958904109589,False,False,True,1,0,0,0,2.0,0,False,9.473972602739726,False,False,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,46.10958904109589,False,False,True,1,0,0,0,2.0,0,False,9.473972602739726,False,False,False,False,True,False,False,False,False
False,False,False,True,False,False,True,False,49.67945205479453,False,True,False,1,1,1,0,1.0,0,False,9.838356164383562,False,False,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,60.57808219178082,False,True,True,1,0,0,0,2.0,0,True,10.558904109589042,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,60.57808219178082,False,True,True,1,0,0,0,2.0,0,True,10.558904109589042,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,60.57808219178082,False,True,True,1,0,0,0,2.0,0,True,10.558904109589042,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,60.57808219178082,False,True,True,1,0,0,0,2.0,0,True,10.558904109589042,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,60.57808219178082,False,True,True,1,0,0,0,2.0,0,True,10.558904109589042,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,60.57808219178082,False,True,True,1,0,0,0,2.0,0,True,10.558904109589042,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,60.57808219178082,False,True,True,1,0,0,0,2.0,0,True,10.558904109589042,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,60.57808219178082,False,True,True,1,0,0,0,2.0,0,True,10.558904109589042,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,60.57808219178082,False,True,True,1,0,0,0,2.0,0,True,10.558904109589042,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,43.2958904109589,False,False,False,1,0,1,0,2.0,0,False,24.736986301369864,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,43.2958904109589,False,False,False,1,0,1,0,2.0,0,False,24.736986301369864,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,43.2958904109589,False,False,False,1,0,1,0,2.0,0,False,24.736986301369864,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,43.2958904109589,False,False,False,1,0,1,0,2.0,0,False,24.736986301369864,False,False,False,False,True,False,False,False,False
True,False,False,False,False,True,False,False,54.83013698630137,False,True,True,1,1,0,0,1.0,0,True,20.931506849315067,False,False,False,True,False,False,False,False,True
True,False,False,False,False,True,False,False,54.83013698630137,False,True,True,1,1,0,0,1.0,0,True,20.931506849315067,False,False,False,True,False,False,False,False,True
False,False,False,True,True,False,False,False,47.30958904109589,False,True,False,1,0,0,0,4.0,2,False,7.057534246575343,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,33.44931506849315,False,False,True,1,1,1,0,4.0,2,False,2.3013698630136985,False,False,False,True,False,False,False,True,False
False,False,False,True,True,False,False,False,33.44931506849315,False,False,True,1,1,1,0,4.0,2,False,2.3013698630136985,False,False,False,True,False,False,False,True,False
False,False,False,True,True,False,False,False,33.44931506849315,False,False,True,1,1,1,0,4.0,2,False,2.3013698630136985,False,False,False,True,False,False,False,True,False
False,False,False,True,True,False,False,False,33.44931506849315,False,False,True,1,1,1,0,4.0,2,False,2.3013698630136985,False,False,False,True,False,False,False,True,False
False,False,False,True,True,False,False,False,53.0958904109589,False,True,False,1,0,1,1,2.0,0,False,13.75890410958904,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,53.0958904109589,False,True,False,1,0,1,1,2.0,0,False,13.75890410958904,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,53.0958904109589,False,True,False,1,0,1,1,2.0,0,False,13.75890410958904,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,53.0958904109589,False,True,False,1,0,1,1,2.0,0,False,13.75890410958904,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,53.0958904109589,False,True,False,1,0,1,1,2.0,0,False,13.75890410958904,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,63.26849315068493,False,True,False,1,0,0,1,2.0,0,True,1.8054794520547943,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,63.26849315068493,False,True,False,1,0,0,1,2.0,0,True,1.8054794520547943,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,63.26849315068493,False,True,False,1,0,0,1,2.0,0,True,1.8054794520547943,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,42.2958904109589,False,True,True,1,0,0,0,2.0,0,True,9.252054794520548,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,42.2958904109589,False,True,True,1,0,0,0,2.0,0,True,9.252054794520548,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,42.2958904109589,False,True,True,1,0,0,0,2.0,0,True,9.252054794520548,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,42.2958904109589,False,True,True,1,0,0,0,2.0,0,True,9.252054794520548,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,42.2958904109589,False,True,True,1,0,0,0,2.0,0,True,9.252054794520548,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,42.2958904109589,False,True,True,1,0,0,0,2.0,0,True,9.252054794520548,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,31.805479452054797,False,True,True,1,0,0,0,3.0,1,True,6.835616438356165,False,True,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,31.805479452054797,False,True,True,1,0,0,0,3.0,1,True,6.835616438356165,False,True,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,31.805479452054797,False,True,True,1,0,0,0,3.0,1,True,6.835616438356165,False,True,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,48.25753424657534,False,False,False,1,0,0,0,2.0,0,False,11.558904109589042,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,48.25753424657534,False,False,False,1,0,0,0,2.0,0,False,11.558904109589042,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,48.25753424657534,False,False,False,1,0,0,0,2.0,0,False,11.558904109589042,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,48.25753424657534,False,False,False,1,0,0,0,2.0,0,False,11.558904109589042,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,48.25753424657534,False,False,False,1,0,0,0,2.0,0,False,11.558904109589042,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,48.25753424657534,False,False,False,1,0,0,0,2.0,0,False,11.558904109589042,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,47.02465753424657,False,False,False,1,0,0,0,2.0,0,False,25.65205479452055,False,True,False,False,False,False,False,False,True
False,False,False,True,True,False,False,False,47.02465753424657,False,False,False,1,0,0,0,2.0,0,False,25.65205479452055,False,True,False,False,False,False,False,False,True
False,False,False,True,True,False,False,False,44.90684931506849,False,True,True,1,0,0,0,2.0,0,False,4.3863013698630136,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,54.76712328767123,False,True,False,1,0,0,0,3.0,1,False,28.73972602739726,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,54.76712328767123,False,True,False,1,0,0,0,3.0,1,False,28.73972602739726,False,False,False,True,True,False,False,False,False
False,False,False,True,False,True,False,False,50.00547945205479,False,True,False,1,0,0,0,1.0,0,True,4.8054794520547945,False,False,False,True,True,False,False,False,False
False,False,False,True,False,True,False,False,50.00547945205479,False,True,False,1,0,0,0,1.0,0,True,4.8054794520547945,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,41.32876712328767,False,True,True,1,0,0,0,3.0,1,True,0.96986301369863,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,41.32876712328767,False,True,True,1,0,0,0,3.0,1,True,0.96986301369863,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,62.463013698630135,False,True,False,1,0,0,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,62.463013698630135,False,True,False,1,0,0,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,62.463013698630135,False,True,False,1,0,0,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,62.463013698630135,False,True,False,1,0,0,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,62.463013698630135,False,True,False,1,0,0,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,59.5013698630137,False,True,False,1,1,0,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,59.5013698630137,False,True,False,1,1,0,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,59.5013698630137,False,True,False,1,1,0,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,53.69041095890411,False,True,True,1,0,1,0,2.0,0,True,2.7205479452054795,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,53.69041095890411,False,True,True,1,0,1,0,2.0,0,True,2.7205479452054795,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,53.69041095890411,False,True,True,1,0,1,0,2.0,0,True,2.7205479452054795,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,53.69041095890411,False,True,True,1,0,1,0,2.0,0,True,2.7205479452054795,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,53.69041095890411,False,True,True,1,0,1,0,2.0,0,True,2.7205479452054795,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,29.767123287671232,False,True,True,1,0,0,0,3.0,1,False,4.057534246575343,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,29.767123287671232,False,True,True,1,0,0,0,3.0,1,False,4.057534246575343,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,29.767123287671232,False,True,True,1,0,0,0,3.0,1,False,4.057534246575343,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,29.767123287671232,False,True,True,1,0,0,0,3.0,1,False,4.057534246575343,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,29.767123287671232,False,True,True,1,0,0,0,3.0,1,False,4.057534246575343,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,29.767123287671232,False,True,True,1,0,0,0,3.0,1,False,4.057534246575343,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,29.767123287671232,False,True,True,1,0,0,0,3.0,1,False,4.057534246575343,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,29.767123287671232,False,True,True,1,0,0,0,3.0,1,False,4.057534246575343,False,False,False,False,True,False,False,False,False
True,False,False,False,False,False,True,False,55.18356164383562,False,True,False,1,1,1,0,1.0,0,False,8.473972602739726,False,True,False,False,True,False,False,False,False
True,False,False,False,False,False,True,False,55.18356164383562,False,True,False,1,1,1,0,1.0,0,False,8.473972602739726,False,True,False,False,True,False,False,False,False
True,False,False,False,False,False,True,False,55.18356164383562,False,True,False,1,1,1,0,1.0,0,False,8.473972602739726,False,True,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,46.78082191780822,False,True,False,1,0,0,0,2.0,0,True,8.06027397260274,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,46.78082191780822,False,True,False,1,0,0,0,2.0,0,True,8.06027397260274,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,46.78082191780822,False,True,False,1,0,0,0,2.0,0,True,8.06027397260274,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,46.78082191780822,False,True,False,1,0,0,0,2.0,0,True,8.06027397260274,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,46.78082191780822,False,True,False,1,0,0,0,2.0,0,True,8.06027397260274,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,46.78082191780822,False,True,False,1,0,0,0,2.0,0,True,8.06027397260274,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,46.78082191780822,False,True,False,1,0,0,0,2.0,0,True,8.06027397260274,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,46.78082191780822,False,True,False,1,0,0,0,2.0,0,True,8.06027397260274,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,46.78082191780822,False,True,False,1,0,0,0,2.0,0,True,8.06027397260274,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,50.51780821917808,False,True,False,1,0,0,0,2.0,0,False,7.556164383561644,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,50.51780821917808,False,True,False,1,0,0,0,2.0,0,False,7.556164383561644,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,50.51780821917808,False,True,False,1,0,0,0,2.0,0,False,7.556164383561644,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,50.51780821917808,False,True,False,1,0,0,0,2.0,0,False,7.556164383561644,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,True,False,56.0027397260274,False,True,False,1,0,0,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,False,False,True,False,56.0027397260274,False,True,False,1,0,0,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,53.602739726027394,False,True,True,1,0,0,0,2.0,0,True,8.893150684931507,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,53.602739726027394,False,True,True,1,0,0,0,2.0,0,True,8.893150684931507,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,53.602739726027394,False,True,True,1,0,0,0,2.0,0,True,8.893150684931507,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,36.42465753424658,False,True,True,1,1,0,0,4.0,2,False,6.723287671232876,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,35.50684931506849,False,True,True,1,0,1,0,5.0,3,True,5.553424657534246,False,True,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,35.50684931506849,False,True,True,1,0,1,0,5.0,3,True,5.553424657534246,False,True,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,35.50684931506849,False,True,True,1,0,1,0,5.0,3,True,5.553424657534246,False,True,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,35.50684931506849,False,True,True,1,0,1,0,5.0,3,True,5.553424657534246,False,True,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,59.55342465753424,False,True,False,1,0,0,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,False,False,True,False,51.0027397260274,False,True,False,1,1,0,0,1.0,0,True,0.8027397260273973,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,False,True,51.18630136986302,False,True,False,1,0,0,0,1.0,0,False,9.808219178082192,False,False,False,False,True,False,False,False,False
False,False,False,True,False,False,False,False,44.583561643835615,False,True,True,1,0,0,1,2.0,0,True,6.471232876712329,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,False,False,44.583561643835615,False,True,True,1,0,0,1,2.0,0,True,6.471232876712329,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,44.602739726027394,False,True,True,1,1,1,0,2.0,0,True,8.389041095890411,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,44.602739726027394,False,True,True,1,1,1,0,2.0,0,True,8.389041095890411,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,44.602739726027394,False,True,True,1,1,1,0,2.0,0,True,8.389041095890411,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,44.602739726027394,False,True,True,1,1,1,0,2.0,0,True,8.389041095890411,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,61.73972602739726,False,False,False,1,0,1,0,2.0,0,False,14.97808219178082,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,61.73972602739726,True,False,False,1,0,1,0,2.0,0,False,14.97808219178082,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,61.73972602739726,False,False,False,1,0,1,0,2.0,0,False,14.97808219178082,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,61.73972602739726,False,False,False,1,0,1,0,2.0,0,False,14.97808219178082,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,61.73972602739726,False,False,False,1,0,1,0,2.0,0,False,14.97808219178082,False,False,False,True,True,False,False,False,False
True,False,False,False,False,True,False,False,37.41643835616439,False,True,True,1,0,0,0,2.0,1,False,11.224657534246576,False,False,False,True,True,False,False,False,False
False,False,False,True,False,True,False,False,31.65753424657534,False,True,True,1,0,0,0,2.0,1,True,11.224657534246576,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,38.04109589041096,False,True,False,1,0,0,0,3.0,1,True,0.6356164383561644,False,True,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,38.04109589041096,False,True,False,1,0,0,0,3.0,1,True,0.6356164383561644,False,True,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,38.04109589041096,False,True,False,1,0,0,0,3.0,1,True,0.6356164383561644,False,True,False,False,True,False,False,False,False
True,False,False,False,False,False,False,False,43.92328767123288,False,False,True,1,1,0,0,2.0,0,True,14.810958904109588,False,True,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,30.87123287671233,False,True,False,1,0,1,1,2.0,0,False,6.972602739726027,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,30.87123287671233,False,True,False,1,0,1,1,2.0,0,False,6.972602739726027,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,30.87123287671233,False,True,False,1,0,1,1,2.0,0,False,6.972602739726027,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,54.96712328767124,False,True,False,1,0,1,1,2.0,0,False,8.389041095890411,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,34.893150684931506,False,False,True,1,0,0,0,3.0,1,True,0.3013698630136986,False,False,False,True,False,False,False,False,True
False,False,False,True,False,True,False,False,36.83561643835616,False,True,False,1,0,1,0,1.0,0,False,7.473972602739726,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,52.12602739726027,False,True,False,1,0,0,0,4.0,2,True,7.893150684931506,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,44.602739726027394,False,True,False,1,0,0,0,4.0,2,True,1.3013698630136987,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,34.61917808219178,False,False,False,1,0,0,0,4.0,2,False,14.643835616438356,False,True,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,34.61917808219178,False,False,False,1,0,0,0,4.0,2,False,14.643835616438356,False,True,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,34.61917808219178,False,False,False,1,0,0,0,4.0,2,False,14.643835616438356,False,True,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,34.61917808219178,False,False,False,1,0,0,0,4.0,2,False,14.643835616438356,False,True,False,False,True,False,False,False,False
False,False,False,True,False,False,True,False,43.98082191780822,False,True,True,1,0,0,0,1.0,0,False,5.219178082191781,False,False,False,False,True,False,False,False,False
False,False,False,True,False,False,True,False,43.98082191780822,False,True,True,1,0,0,0,1.0,0,False,5.219178082191781,False,False,False,False,True,False,False,False,False
False,False,False,True,False,False,True,False,43.98082191780822,False,True,True,1,0,0,0,1.0,0,False,5.219178082191781,False,False,False,False,True,False,False,False,False
False,False,False,True,False,False,True,False,43.98082191780822,False,True,True,1,0,0,0,1.0,0,False,5.219178082191781,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,42.057534246575344,False,True,True,1,0,0,0,2.0,0,True,1.5506849315068494,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,42.057534246575344,False,True,True,1,0,0,0,2.0,0,True,1.5506849315068494,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,42.057534246575344,False,True,True,1,0,0,0,2.0,0,True,1.5506849315068494,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,42.057534246575344,False,True,True,1,0,0,0,2.0,0,True,1.5506849315068494,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,53.81917808219178,False,True,False,1,0,0,1,2.0,0,False,1.4684931506849317,False,True,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,53.81917808219178,False,True,False,1,0,0,1,2.0,0,False,1.4684931506849317,False,True,False,False,True,False,False,False,False
False,False,False,True,False,False,True,False,36.6986301369863,False,True,False,1,0,0,0,1.0,0,True,1.1315068493150684,False,False,False,True,True,False,False,False,False
False,True,False,False,False,False,True,False,26.435616438356163,False,True,False,1,0,0,0,2.0,1,True,0.3835616438356164,False,False,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,50.26849315068493,False,True,False,1,0,0,0,2.0,0,False,10.556164383561644,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,False,False,44.72054794520548,False,True,False,1,0,0,0,3.0,1,False,14.97808219178082,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,27.673972602739727,False,True,True,1,0,1,1,2.0,0,False,1.3835616438356164,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,27.673972602739727,False,True,True,1,0,1,1,2.0,0,False,1.3835616438356164,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,27.673972602739727,False,True,True,1,0,1,1,2.0,0,False,1.3835616438356164,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,57.07123287671233,False,True,False,1,0,0,0,2.0,0,True,6.638356164383562,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,57.07123287671233,False,True,False,1,0,0,0,2.0,0,True,6.638356164383562,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,57.07123287671233,False,True,False,1,0,0,0,2.0,0,True,6.638356164383562,False,False,False,True,True,False,False,False,False
False,False,True,False,True,False,False,False,39.153424657534245,False,False,False,1,0,0,0,3.0,1,True,12.895890410958904,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,38.586301369863016,False,True,True,1,0,0,0,3.0,1,False,8.893150684931507,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,38.586301369863016,False,True,True,1,0,0,0,3.0,1,False,8.893150684931507,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,53.25479452054795,False,True,True,1,0,0,0,2.0,0,True,14.558904109589042,False,False,False,True,True,False,False,False,False
False,False,False,True,False,True,False,False,33.07671232876712,False,False,False,1,0,0,0,2.0,1,False,3.8904109589041096,False,False,False,False,False,True,False,False,False
False,False,False,True,False,True,False,False,33.07671232876712,False,False,False,1,0,0,0,2.0,1,False,3.8904109589041096,False,False,False,False,False,True,False,False,False
True,False,False,False,True,False,False,False,34.69041095890411,False,True,False,1,1,1,1,3.0,1,False,3.723287671232877,False,False,False,True,True,False,False,False,False
True,False,False,False,False,True,False,False,38.4986301369863,False,True,True,1,1,1,0,2.0,1,False,0.3835616438356164,False,False,False,True,True,False,False,False,False
True,False,False,False,False,True,False,False,38.4986301369863,False,True,True,1,1,1,0,2.0,1,False,0.3835616438356164,False,False,False,True,True,False,False,False,False
True,False,False,False,False,False,True,False,58.47671232876712,False,True,False,1,1,1,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
True,False,False,False,False,False,True,False,58.47671232876712,False,True,False,1,1,1,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
True,False,False,False,False,False,True,False,58.47671232876712,False,True,False,1,1,1,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,False,False,False,False,60.24657534246575,False,True,False,1,0,0,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
